text,favorited,replyToSN,created,truncated,replyToSID,id,replyToUID,statusSource,screenName
Warm. #ismb,FALSE,NA,2012-07-13 23:07:22,FALSE,NA,223916560270639104,NA,&lt;a href=&quot;http://seesmic.com/&quot; rel=&quot;nofollow&quot;&gt;Seesmic&lt;/a&gt;,froggleston
RT @phylogenomics: Slideshow with audio of my talk from #ISMB #BOSC2012 on "Open Science" http://t.co/Jrd7055e #OpenAccess #OpenScience,FALSE,NA,2012-07-13 23:03:41,FALSE,NA,223915630137589762,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,cdb_gras
@cjfields Don't blame #bosc2012 for lack of outlets. #ISMB says they're too expensive to provide.,FALSE,NA,2012-07-13 22:53:32,FALSE,NA,223913076787908608,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,NomiHarris
Excellent talk by Ali Mortazavi tearing appart Li's contraversial RNA editing paper #ismb,FALSE,NA,2012-07-13 22:30:55,FALSE,NA,223907385499070465,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,andrewjpage
#ISMB #ASSIG Shalini Oberdoerffer told a very interesting story about hmC, mC and asymmetric hmC/mC sites within genes.,FALSE,NA,2012-07-13 22:27:43,FALSE,NA,223906580440154114,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ongenetics
RT @biosharing: BioSharing and the ISA Commons presented at #ISMB 2012; BOSC (P. Rocca-Serra) and at Highlight Track (S. Sansone): http://t.co/bHhpx1L5,FALSE,NA,2012-07-13 22:25:49,FALSE,NA,223906102562140160,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Chris_Evelo
RT @xanderpico: Cytoscape 3.0 milestone release announced at #netbiosig #ismb http://t.co/GEFwDinM,FALSE,NA,2012-07-13 22:23:09,FALSE,NA,223905432018747392,NA,&lt;a href=&quot;http://blackberry.com/twitter&quot; rel=&quot;nofollow&quot;&gt;Twitter for BlackBerry®&lt;/a&gt;,Chris_Evelo
Kyle Bemis: spatially aware clustering applied to images of fetal pigs and even paintings. #ismb #scs2012,FALSE,NA,2012-07-13 22:20:44,FALSE,NA,223904822800289792,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,iscbsc
RT @kiharalab: Juan Esquivel- Rodriguez presenting his poster on electron microscopy structure fitting at 3D-SIG, #ISMB http://t.co/OLyKWpq0,FALSE,NA,2012-07-13 22:17:38,FALSE,NA,223904041896394753,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,d_kihara
Juan Esquivel- Rodriguez presenting his poster on electron microscopy structure fitting at 3D-SIG, #ISMB http://t.co/OLyKWpq0,FALSE,NA,2012-07-13 22:16:57,FALSE,NA,223903872450695169,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,kiharalab
AF: The strategy of seq compression of CRAM &amp; SlimGene is to align to references &amp; encode each read as positions + differences. #ismb,FALSE,NA,2012-07-13 22:13:03,FALSE,NA,223902890169860096,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
Ernesto Lacucci: application of e-dating algorithms to receptor-ligand binding #ismb #scs2012,FALSE,NA,2012-07-13 22:10:13,FALSE,NA,223902177050103808,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,iscbsc
RT @phylogenomics: Slides from my talk for #SCS2012 at #ISMB "Networks in genomics &amp; bioinformatics: from phylogeny to Twitter" http://t.co/csHUb3ps,FALSE,NA,2012-07-13 22:09:56,FALSE,NA,223902106334138368,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,kseniakrasileva
info about Maven on cytoscape wiki http://t.co/pxqFMstK #cytoscape #ismb #bioinformatics,FALSE,NA,2012-07-13 22:09:27,FALSE,NA,223901985286529024,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,bffo
RT @xanderpico: Cytoscape 3.0 milestone release announced at #netbiosig #ismb http://t.co/5n4AKOXr,FALSE,NA,2012-07-13 22:08:41,FALSE,NA,223901791987826688,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,amatern
Anthony Fox: the problem BWT-based text compression is that it is expensive for large data cuz either large RAM usage or many CPUs. #ismb,FALSE,NA,2012-07-13 22:05:33,FALSE,NA,223901002607235074,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
RT @bgood: #ismb http://t.co/GLLt6cmV sparql access to 300+ ontologies in bioportal.  gateway to semantic web of life science data? (maybe?, someday?),FALSE,NA,2012-07-13 22:04:06,FALSE,NA,223900635668557825,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,alegonbel
RT @xanderpico: Cytoscape 3.0 milestone release announced at #netbiosig #ismb http://t.co/5n4AKOXr,FALSE,NA,2012-07-13 22:04:00,FALSE,NA,223900612599889922,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,bffo
Cytoscape 3.0 milestone release announced at #netbiosig #ismb http://t.co/5n4AKOXr,FALSE,NA,2012-07-13 22:03:04,FALSE,NA,223900378473836544,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,xanderpico
RT @andrewjpage: Its easy to make your assemblier look good when you pick terrible parameters for your competitors programs #ismb,FALSE,NA,2012-07-13 22:02:44,FALSE,NA,223900291869851648,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bffo
RT @mcaccamo: Michael Brown - complete HIV genomes from SMRT reads - clustering deconvolutes complex mixtures and cancels noise #ismb HTS SIG,FALSE,NA,2012-07-13 22:00:07,FALSE,NA,223899634748243970,NA,&lt;a href=&quot;http://twitter.com&quot; rel=&quot;nofollow&quot;&gt;Tweetie for Mac&lt;/a&gt;,APMisLow
RT @andrewjpage: Its easy to make your assemblier look good when you pick terrible parameters for your competitors programs #ismb,FALSE,NA,2012-07-13 21:58:33,FALSE,NA,223899242505322496,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,GPMDB
#ISMB #ASSIG General agreement, despite different methods and systems, that CTCF binding near an exon mediates its inclusion.,FALSE,NA,2012-07-13 21:57:14,FALSE,NA,223898910064771072,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ongenetics
RT @phylogenomics: Slides from my talk for #SCS2012 at #ISMB "Networks in genomics &amp; bioinformatics: from phylogeny to Twitter" http://t.co/csHUb3ps,FALSE,NA,2012-07-13 21:55:13,FALSE,NA,223898401736105984,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,bffo
Its easy to make your assemblier look good when you pick terrible parameters for your competitors programs #ismb,FALSE,NA,2012-07-13 21:54:05,FALSE,NA,223898115726516225,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,andrewjpage
Python 2 or Python 3? “@iGenomics: C. Titus Brown: Do not understand why people program other than Python and C++. #ismb”,FALSE,NA,2012-07-13 21:52:47,FALSE,NA,223897787526426625,NA,&lt;a href=&quot;http://itunes.apple.com/us/app/twitter/id409789998?mt=12&quot; rel=&quot;nofollow&quot;&gt;Twitter for Mac&lt;/a&gt;,cjfields
RT @bgood: #ismb http://t.co/GLLt6cmV sparql access to 300+ ontologies in bioportal.  gateway to semantic web of life science data? (maybe?, someday?),FALSE,NA,2012-07-13 21:47:59,FALSE,NA,223896580145676288,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,yokofakun
#ISMB #ASSIG Eduardo Eyras, Hagen Tilgner and Shalini Oberdoerffer all present data on chromatin and the efficiency of exon inclusion.,FALSE,NA,2012-07-13 21:47:33,FALSE,NA,223896472524046340,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ongenetics
#ismb http://t.co/GLLt6cmV sparql access to 300+ ontologies in bioportal.  gateway to semantic web of life science data? (maybe?, someday?),FALSE,NA,2012-07-13 21:46:05,FALSE,NA,223896105451134976,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bgood
RT @ongenetics: #ISMB #AS-SIG Kevin Weeks. Priceless quote in a talk. There is a tendency now to "publish first and figure out if it's right later.",FALSE,NA,2012-07-13 21:44:50,FALSE,NA,223895788336586754,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,Jewnadienne
Slides from my talk for #SCS2012 at #ISMB "Networks in genomics &amp; bioinformatics: from phylogeny to Twitter" http://t.co/csHUb3ps,FALSE,NA,2012-07-13 21:39:56,FALSE,NA,223894554997309440,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,phylogenomics
RT @vezzi84: ERNE a multi purpose alignment package #ismb poster,FALSE,NA,2012-07-13 21:39:30,FALSE,NA,223894444829716480,NA,&lt;a href=&quot;http://twitter.com/download/iphone&quot; rel=&quot;nofollow&quot;&gt;Twitter for iPhone&lt;/a&gt;,arvestad
YP: Uneven depth is a big problem in single cell sequences. Solutions: local assembly, progressive relative depth,error corrections. #ismb,FALSE,NA,2012-07-13 21:39:08,FALSE,NA,223894354278887425,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
RT @bgood: nice job @pleiotrope !  enrichment analysis used to evaluate the gene ontology and its annotations.  #ismb,FALSE,NA,2012-07-13 21:38:07,FALSE,NA,223894098245976064,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,andrewsu
RT @replicatedtypo: Open and Shut: Jonathan Eisen’s Open Science talk at #ISMB #BOSC2012 http://t.co/MTVg1HG0,FALSE,NA,2012-07-13 21:37:10,FALSE,NA,223893859141292032,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,phylogenomics
RT @iscbsc: JE: "What you don't know can hurt you." Not knowledge, but find gaps in the data. Know where the data comes from #ismb #scs2012,FALSE,NA,2012-07-13 21:36:28,FALSE,NA,223893681470570498,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,SahaSurya
Lots of genome assembly information coming out of the ISMB conference. Follow the hashtag #ISMB to find out more,FALSE,NA,2012-07-13 21:35:54,FALSE,NA,223893540873306112,NA,&lt;a href=&quot;http://tapbots.com&quot; rel=&quot;nofollow&quot;&gt;Tweetbot for Mac&lt;/a&gt;,assemblathon
Yu Peng: 3 issues in sequence assembly: Incorrect k-mers (variable coverage), Gap problem (low coverage), branch problem (repeats) #ismb,FALSE,NA,2012-07-13 21:35:26,FALSE,NA,223893421587312641,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
Yu Peng: IDBA for single cell and metagenomics assembly  #ismb HTS SIG,FALSE,NA,2012-07-13 21:32:38,FALSE,NA,223892719557296128,NA,&lt;a href=&quot;http://twitter.com&quot; rel=&quot;nofollow&quot;&gt;Tweetie for Mac&lt;/a&gt;,mcaccamo
#ISMB - It's for the birds!   http://t.co/ZGjyxTHQ,FALSE,NA,2012-07-13 21:32:17,FALSE,NA,223892631787278336,NA,&lt;a href=&quot;http://www.echofon.com/&quot; rel=&quot;nofollow&quot;&gt;Echofon&lt;/a&gt;,rnaworld
RT @biosharing: BioSharing and the ISA Commons presented at #ISMB 2012; BOSC (P. Rocca-Serra) and at Highlight Track (S. Sansone): http://t.co/bHhpx1L5,FALSE,NA,2012-07-13 21:32:09,FALSE,NA,223892596588687360,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bioontology
RT @phylogenomics: Slideshow with audio of my talk from #ISMB #BOSC2012 on "Open Science" http://t.co/Jrd7055e #OpenAccess #OpenScience,FALSE,NA,2012-07-13 21:31:50,FALSE,NA,223892515361796097,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,FGED
nice job @pleiotrope !  enrichment analysis used to evaluate the gene ontology and its annotations.  #ismb,FALSE,NA,2012-07-13 21:30:56,FALSE,NA,223892290920386560,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bgood
RT @phylogenomics: Slideshow with audio of my talk from #ISMB #BOSC2012 on "Open Science" http://t.co/lvXhehOA #OpenAccess #OpenScience,FALSE,NA,2012-07-13 21:30:28,FALSE,NA,223892175279226881,NA,&lt;a href=&quot;http://www.visibli.com&quot; rel=&quot;nofollow&quot;&gt;Visibli&lt;/a&gt;,bioontology
Just arrived in Long Beach and ready for #ISMB, an easy commute up the 5/405 from ISCB HQ in La Jolla :),FALSE,NA,2012-07-13 21:29:52,FALSE,NA,223892023957131264,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,StacySlagor
@chrismungall now presenting on Increased Expressivity of Gene Ontology Annotations #bioontologies #ismb,FALSE,NA,2012-07-13 21:29:44,FALSE,NA,223891990104899584,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,bioontology
At Long beach conv. Ctr. Anybody wants 2 meetup? #ISMB,FALSE,NA,2012-07-13 21:28:59,FALSE,NA,223891800761442304,NA,&lt;a href=&quot;http://www.tweetdeck.com&quot; rel=&quot;nofollow&quot;&gt;TweetDeck&lt;/a&gt;,iddux
The #GRASS scaffolder looks quite good #ismb,FALSE,NA,2012-07-13 21:28:55,FALSE,NA,223891783837417472,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,andrewjpage
Katja Listen on pre and post doc funding from EMBO. Have to either be from or go to an EMBC country. Competitive! Benefits! #ismb #scs2012,FALSE,NA,2012-07-13 21:26:15,FALSE,NA,223891113239523328,NA,&lt;a href=&quot;http://twitter.com/download/android&quot; rel=&quot;nofollow&quot;&gt;Twitter for Android&lt;/a&gt;,iscbsc
@salcagu Unfortunately not :-( Will have to do my best to get to it sooner rather than later though! #ismb,FALSE,NA,2012-07-13 21:25:54,FALSE,223887473862901762,223891023020036096,NA,&lt;a href=&quot;http://tapbots.com/tweetbot&quot; rel=&quot;nofollow&quot;&gt;Tweetbot for iOS&lt;/a&gt;,gawbul
At a talk about Chipster. Not a hipster who creates 8-bit "chip" music using Nintendo sounds but a workflow system for array data #ISMB,FALSE,NA,2012-07-13 21:25:22,FALSE,NA,223890889515352064,NA,&lt;a href=&quot;http://www.hootsuite.com&quot; rel=&quot;nofollow&quot;&gt;HootSuite&lt;/a&gt;,SCEdmunds
RT @phylogenomics: Slideshow with audio of my talk from #ISMB #BOSC2012 on "Open Science" http://t.co/Jrd7055e #OpenAccess #OpenScience,FALSE,NA,2012-07-13 21:25:17,FALSE,NA,223890867486855168,NA,&lt;a href=&quot;http://twitter.com/tweetbutton&quot; rel=&quot;nofollow&quot;&gt;Tweet Button&lt;/a&gt;,ISMBinfo
AG: Using breakpoint to evaluate assembly performance, GRASS is better than OPERA, MIP Scaffolder, Velvet, SSPACE. #ismb,FALSE,NA,2012-07-13 21:25:17,FALSE,NA,223890867482673152,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,iGenomics
MT @emblebi #ISMB: Another one on Sunday - Rafael Jiminez on "BioJS for representing biological information" - In 201B from 11:45 to 12:10,FALSE,NA,2012-07-13 21:24:50,FALSE,NA,223890755930959873,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ISMBinfo
@emblebi Looking forward to EMBL-EBI's participation at ISMB.  FYI-official conference hashtag is #ISMB :) thanks!,FALSE,NA,2012-07-13 21:23:44,FALSE,223688333803532290,223890477395619842,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,ISMBinfo
RT @bioontology: Coming up soon - #NCBO BioPortal update at #bioontologies #ismb Room 203B,FALSE,NA,2012-07-13 21:23:40,FALSE,NA,223890462669418496,NA,&lt;a href=&quot;http://twitter.com/&quot;&gt;web&lt;/a&gt;,isatools
